Tempo (ms),(B) INTERCEPT_ORIG_TEMPO,(C) TVD (metros),(A) PSTM_COR
5292,,5287.9704646,544.1479492
5296,,5287.9704646,547.9111328
5300,,5287.9704646,579.592041
5304,,5287.9704646,431.592041
5308,,5287.9704646,-106.7671356
5312,,5287.9704646,-997.333252
5316,,5287.9704646,-1857.8041992
5320,,5287.9704646,-2147.4274902
5324,,5287.9704646,-1513.1835938
5328,,5287.9704646,-32.2305756
5332,,5287.9704646,1804.9155273
5336,,5287.9704646,3336.0461426
5340,,5287.9704646,4018.5273438
5344,,5287.9704646,3612.7148438
5348,,5287.9704646,2242.144043
5352,,5287.9704646,331.2883301
5356,,5287.9704646,-1556.4016113
5360,,5287.9704646,-2896.4462891
5364,,5287.9704646,-3331.6782227
5368,,5287.9704646,-2765.652832
5372,,5287.9704646,-1430.387207
5376,,5287.9704646,152.4272156
5380,,5287.9704646,1368.8203125
5384,,5287.9704646,1792.1640625
5388,,5287.9704646,1378.0490723
5392,,5287.9704646,433.0654297
5396,,5287.9704646,-608.8847656
5400,,5287.9704646,-1418.2478027
5404,,5287.9704646,-1872.0593262
5408,,5287.9704646,-2014.2233887
5412,,5287.9704646,-1945.0234375
5416,,5287.9704646,-1729.9445801
5420,,5287.9704646,-1377.9577637
5424,,5287.9704646,-890.215332
5428,,5287.9704646,-312.8791504
5432,,5287.9704646,273.4836426
5436,,5287.9704646,797.9736328
5440,,5287.9704646,1231.8474121
5444,,5287.9704646,1582.3544922
5448,,5287.9704646,1838.1081543
5452,,5287.9704646,1932.3881836
5456,,5287.9704646,1774.7922363
5460,,5287.9704646,1326.4458008
5464,,5287.9704646,670.1835938
5468,,5287.9704646,20.8599548
5472,,5287.9704646,-353.0864258
5476,,5287.9704646,-261.9772949
5480,,5287.9704646,287.9743652
5484,,5287.9704646,1053.6447754
5488,,5287.9704646,1632.9467773
5492,,5287.9704646,1644.7824707
5496,,5287.9704646,925.0556641
5500,,5287.9704646,-370.5227051
